ply,side,n_legal,n_qualified,v_root,q1,q2,gap,F_gap,eff_actions,ease_entropy,F_tree_gap,F_flat_gap,F_tree_entropy,F_flat_entropy,best_move,fen,gap_hi
43,black,25,8,-0.7341,-0.5265,-0.8486,0.3221,0.0,1.001,0.0003,0.3292,0.1809,0.434,0.2511,f7g8,2Q1q3/3p1kb1/np2p2p/pNp4p/2P4P/P4NK1/RP4P1/5B1R b - - 0 1,0.0035
79,black,28,8,-0.3986,-0.0942,-0.7022,0.608,0.0,1.0,0.0,0.1279,0.0874,0.1656,0.0967,d7d6,5rnk/3r4/pp1N1p2/2p2P1p/Pn1P3P/1P3K2/1R6/2BQ4 b - - 0 1,0.4612
138,white,17,8,-0.997,-0.963,-0.9992,0.0363,0.3137,7.053,0.9394,0.8411,0.7452,0.968,0.9549,d3c2,3nR3/6k1/r1p3r1/8/1p6/3K4/8/q7 w - - 0 1,0.0113
73,black,19,8,-0.9054,-0.8302,-0.9352,0.1051,0.0348,1.66,0.2438,0.3767,0.3027,0.4763,0.4016,f4f6,5k2/5pp1/p6p/2P5/2B2r1P/PP4B1/2PR2K1/8 b - - 0 1,0.0242
34,white,35,8,0.4898,0.6699,0.608,0.0619,0.1382,1.556,0.2126,0.1644,0.1398,0.2347,0.1649,d3f5,rnbq4/3p1kb1/1p1P1np1/pPp2r2/8/2NBP2N/P1PK3P/R1BQ2R1 w - - 0 1,0.1719
41,black,25,8,-0.8893,-0.8041,-0.8238,0.0197,0.5328,2.086,0.3535,0.3549,0.3725,0.4161,0.3844,f6f5,rnb4r/1p3kb1/pNnP1p2/4p2p/4Q1pP/1PP1B1P1/P4PB1/R4KNR b - - 0 1,0.0119
41,black,40,8,0.6995,0.7782,0.6988,0.0794,0.079,2.009,0.3356,0.1743,0.2018,0.2253,0.2504,f5h3,rn5r/ppk2p2/2p2n2/3p1b1p/2P5/PpK1P1PN/7P/R4BR1 b - - 0 1,0.019
79,black,22,8,-0.9999,-0.9997,-0.9999,0.0002,0.9945,8.0,1.0,0.9809,0.9894,0.9998,0.9999,a7c7,2b5/q3p3/p2k4/3B4/1P2P2p/3P4/2Q2N2/1RBQ1K2 b - - 0 1,0.0001
44,white,55,9,0.0005,0.0844,0.0735,0.0109,0.7049,4.447,0.6792,0.1975,0.3163,0.2514,0.3244,f1e1,r1b2br1/p2k4/n1qpp3/2p2pBQ/4P3/2NN2P1/1PP4P/1R3RK1 w - - 0 1,0.0822
50,white,17,8,-0.994,-0.9767,-0.9909,0.0142,0.6354,7.721,0.9829,0.8075,0.7439,0.9205,0.9326,a3c4,r1b3r1/1p3k2/p1nP4/2P2pPp/4pP1q/N2pK2P/PP6/1RR5 w - - 0 1,0.0012
77,black,30,9,-0.3025,-0.1826,-0.2458,0.0631,0.1328,1.914,0.2954,0.1527,0.1667,0.2226,0.2261,d8c8,3k4/3rr3/6pB/P3pbNn/1p6/4P3/R6Q/5K2 b - - 0 1,0.0004
47,black,42,8,0.6075,0.7901,0.7468,0.0434,0.2497,2.709,0.4792,0.2082,0.2852,0.2662,0.3167,g7g3,r1n1kb2/1p3pr1/p2p3P/2p1p3/2P4q/R1Q1PPNP/1P3K2/1bB2B2 b - - 0 1,0.0128
6,white,29,10,-0.0451,0.0956,0.0823,0.0133,0.6537,4.352,0.6386,0.19,0.2757,0.2058,0.265,a3b5,r1bqkbnr/p1pppp1p/2n3p1/1p6/8/N1PP4/PP2PPPP/R1BQKBNR w KQkq - 0 1,0.0077
114,white,19,9,-0.0875,-0.0354,-0.0451,0.0098,0.7313,5.538,0.779,0.3967,0.4899,0.5413,0.5953,a2b3,8/8/p5R1/1p3r2/1P1p4/8/K7/5k2 w - - 0 1,0.0179
105,black,11,8,0.0253,0.0374,0.0269,0.0105,0.7149,7.664,0.9794,0.379,0.5032,0.6306,0.7185,e6d5,8/8/p3b1p1/1p3k2/1P2Np2/2P2P2/4P3/7K b - - 0 1,0.0087
41,black,34,8,0.1674,0.2764,0.2693,0.0071,0.7968,4.198,0.6899,0.2719,0.3779,0.3003,0.3604,e8e6,rnb1q3/ppk5/5Pp1/7p/1P6/P1P3P1/5PBP/RN3KNR b - - 0 1,0.008
70,white,33,10,-0.8603,-0.7535,-0.7814,0.0279,0.4103,2.179,0.3382,0.2261,0.2873,0.2785,0.3103,c2e1,6r1/2p2pbk/7p/p2p4/P2P3P/1RBnPq2/2N1b2K/6R1 w - - 0 1,0.0092
52,white,47,8,0.9382,0.9927,0.9874,0.0053,0.8433,5.071,0.7807,0.5015,0.4977,0.6262,0.613,d5d1,5kn1/pr5r/5p1p/1PPR1Q2/8/2P2P2/1PB3P1/RN2K1b1 w Q - 0 1,0.0013
84,white,4,4,-0.8533,-0.5109,-0.9032,0.3923,0.0,1.0,0.0001,0.4078,0.3261,0.4564,0.417,h3f1,8/3n3k/2b5/1p3p2/8/r3p2B/4K3/2q4r w - - 0 1,0.0329
134,white,39,8,0.934,1.0,1.0,0.0,0.9998,6.453,0.8967,0.9602,0.9397,0.9503,0.9237,g3h4,kB1Q4/8/6P1/8/8/6KB/8/8 w - - 0 1,0.0
137,black,37,8,0.9957,1.0,1.0,0.0,1.0,7.942,0.9965,0.9614,0.9697,0.957,0.9639,b2b1q,7k/8/8/p3p3/4q2b/8/1p5K/8 b - - 0 1,0.0033
73,black,17,8,-1.0,-1.0,-1.0,0.0,0.9988,8.0,1.0,0.9976,0.9988,0.9999,1.0,c6d7,6Q1/4rp2/2b5/p1p1P2B/k1p1P3/2Q1B1P1/P6R/5KN1 b - - 0 1,0.0
96,white,38,9,-0.0127,0.3546,0.1323,0.2223,0.0008,1.008,0.0037,0.1934,0.1598,0.2715,0.196,f5c8,2r5/4k3/1Q1n3p/5B2/2rb1P1P/6P1/8/1R3K2 w - - 0 1,0.041
19,black,25,9,-0.2826,0.0004,-0.2206,0.221,0.0009,1.011,0.0048,0.1312,0.1145,0.1767,0.1193,f7g5,2bqkbnr/rppp1npp/4pp2/p1P3P1/3PPB2/2N4B/PP3P1P/R2QK1NR b KQk - 0 1,0.074
24,white,38,9,0.0869,0.1679,0.1643,0.0036,0.8912,5.033,0.7354,0.2551,0.3749,0.2576,0.3,f4e5,rn1qk1n1/pppb2pr/7p/2bPpp2/2B2P2/1P2P1PP/P1Q5/RNB1K1NR w KQ - 0 1,0.0295
121,black,29,8,0.2773,0.3644,0.3312,0.0332,0.3458,2.49,0.4386,0.2779,0.3688,0.3171,0.3239,g4e6,8/nk1p4/6rp/p7/P5b1/6K1/2P5/4Q3 b - - 0 1,0.015
25,black,41,8,0.0813,0.3406,0.2602,0.0804,0.0766,1.292,0.1234,0.1294,0.1134,0.1804,0.1102,d8d4,2bqkbnr/1pp1p3/2n3p1/r5p1/3P4/1P5P/P2PQ2R/RNB1KBN1 b Qk - 0 1,0.0707
38,white,28,8,0.5296,0.6271,0.5968,0.0303,0.3793,2.556,0.4513,0.2282,0.3358,0.2179,0.2796,e1f1,4kbnr/1p4p1/p2p1pb1/4p1Pp/7P/N4P1B/PP2P3/R1B1K2R w Qk - 0 1,0.08
73,black,36,8,0.8631,0.9478,0.8702,0.0776,0.0838,2.016,0.3373,0.2196,0.2512,0.383,0.4776,b3c4,2r2b2/1ppR1n2/5kpr/PN6/P7/1bP5/4R3/5K2 b - - 0 1,0.0154
9,black,28,10,-0.0232,0.0734,0.0541,0.0193,0.5394,3.825,0.5827,0.2149,0.3118,0.2452,0.3033,f7f6,rnbqk1nr/ppp1pp1p/6p1/3p4/1P6/2P3P1/P1PQPP1P/R1B1KBNR b KQkq - 0 1,0.0005
16,white,29,8,0.6028,0.7794,0.7047,0.0747,0.0919,1.921,0.3141,0.1288,0.1657,0.1736,0.1818,g4g5,Bnb1k1nr/2p1bpp1/p3p2p/1p1q4/2pP2P1/P6P/1P2PP2/RNBQK1NR w KQk - 0 1,0.0935
42,white,22,8,-0.9377,-0.8807,-0.9077,0.027,0.4224,3.634,0.6205,0.4042,0.3914,0.5562,0.5897,d2d4,4rbnr/2pq1k2/p5pp/1b6/1P2P2P/5P2/P1PP2B1/1R2K1NR w K - 0 1,0.0048
95,black,6,6,-0.944,-0.8787,-0.9071,0.0285,0.4023,2.951,0.6039,0.4655,0.4539,0.6018,0.611,d6c6,5R2/R5p1/3k3p/7P/1P4P1/P1K5/2P5/8 b - - 0 1,0.0025
42,white,25,8,-0.58,-0.419,-0.5372,0.1181,0.0229,1.119,0.0542,0.2395,0.1607,0.2837,0.1753,e1f2,B1b2kn1/p5p1/1p4p1/2p4r/P2p1p2/1Pb5/R1P1P2q/4QKN1 w - c6 0 1,0.0276
26,white,39,8,-0.0754,0.0692,0.0099,0.0594,0.1499,1.928,0.3157,0.2664,0.4013,0.2594,0.3617,e4e5,r1b1n1nr/ppqp2kp/2p2p1b/6p1/Q1PPPpP1/8/PP2NKBP/RNB4R w - - 0 1,0.0269
49,black,39,8,0.8575,0.9213,0.9161,0.0053,0.8445,4.664,0.7405,0.2606,0.4106,0.2697,0.394,g8f6,rnb1k1n1/ppq1b3/4P3/3Bp3/5Ppr/P1P1B3/2P1NK1P/RN5R b - - 0 1,0.0043
51,black,16,8,-0.9928,-0.9611,-0.9903,0.0292,0.3936,7.147,0.9458,0.8008,0.7284,0.9282,0.9381,f7e7,2B4r/p2N1k2/3p1b1p/4pQp1/8/6BP/PPP2P2/R3K1R1 b Q - 0 1,0.0026
70,white,38,8,0.7573,0.9307,0.6848,0.2459,0.0004,1.004,0.0019,0.2682,0.2536,0.3428,0.3486,h7g7,8/3k2pQ/4pp1p/1p1p3P/rb3PP1/4PN2/2R3K1/8 w - - 0 1,0.2576
125,black,21,8,0.9778,0.9871,0.9842,0.0028,0.9143,7.696,0.9813,0.6516,0.6782,0.858,0.8926,h3g4,7r/8/2p1p3/2K5/8/7k/8/7b b - - 0 1,0.0192
72,white,16,8,-0.92,-0.8704,-0.9109,0.0405,0.2736,4.706,0.7448,0.3688,0.3192,0.5382,0.5505,e2c1,7b/4k2P/1pp1b3/1p1p4/3P1pqP/2B5/3KN3/5B2 w - - 0 1,0.0155
101,black,27,10,-0.4175,-0.2665,-0.2744,0.0079,0.7772,5.218,0.7175,0.1937,0.178,0.3271,0.3293,c8d7,2q5/5kr1/2n3p1/2P3Q1/p5PP/8/4R1N1/B3K3 b - - 0 1,0.008
110,white,18,9,-0.331,-0.2434,-0.295,0.0516,0.1918,3.119,0.5177,0.2805,0.222,0.3542,0.3271,d1e2,6nr/5k2/6p1/4p1P1/5p1p/7P/2R5/3K4 w - - 0 1,0.0346
92,white,19,9,-0.7739,-0.7163,-0.725,0.0086,0.7585,4.415,0.6759,0.3149,0.3603,0.3271,0.3138,a1c1,8/3p1rk1/6p1/7p/3N1p2/r2b3P/P7/R2BK1b1 w - - 0 1,0.042
22,white,28,8,0.2201,0.2772,0.2732,0.004,0.8807,5.132,0.7865,0.2728,0.4268,0.2498,0.3288,g1f3,rnb2bnr/pppk1p2/q3p1p1/6p1/3PP3/N6P/PPP3B1/R1BQK1NR w - - 0 1,0.0015
39,black,17,8,-0.9998,-0.9992,-0.9997,0.0005,0.9846,8.0,1.0,0.9749,0.985,0.9986,0.9994,f8d6,5bnr/Qpk3p1/4ppP1/7p/p4P2/P2pP2B/3B3P/RN1K2NR b - f3 0 1,0.0046
93,black,14,8,-0.9794,-0.9415,-0.9822,0.0407,0.2721,6.26,0.882,0.5908,0.558,0.825,0.8208,f5d4,8/1k6/2p5/5n2/8/6B1/PP3P1P/2NR2K1 b - - 0 1,0.002
42,white,31,10,0.1581,0.3403,0.3056,0.0347,0.33,2.443,0.3878,0.1329,0.1485,0.1778,0.1739,c1c3,rn1B1b2/pp4p1/8/2k1pn1r/2p4P/5N1b/PP5P/1RQ1K2R w - - 0 1,0.2003
50,white,33,9,-0.9756,-0.9191,-0.9788,0.0597,0.1483,4.748,0.7089,0.5603,0.5108,0.7942,0.7938,d6d7,r1b2k1r/pp5p/2nP1Ppn/q7/P1B5/1P5P/7R/3R1KN1 w - - 0 1,0.0078
8,white,32,8,-0.2425,-0.0783,-0.0953,0.017,0.581,1.982,0.329,0.1841,0.2562,0.1933,0.2126,d2d4,r1bqkbnr/ppp1p1pp/5p2/3pn3/8/4P1QN/PPPP1PPP/RNB1KB1R w KQkq - 0 1,0.052
97,black,24,8,-0.7708,-0.6729,-0.6812,0.0083,0.7663,2.075,0.351,0.3167,0.3722,0.3249,0.3217,d6d5,8/3b4/2nr2k1/1N6/8/P4R2/1R3P2/2B2K2 b - - 0 1,0.3015
49,black,37,8,0.5356,0.6209,0.5998,0.0211,0.5097,2.935,0.5178,0.2064,0.2613,0.2317,0.274,d8b8,3q3r/1P2k3/3p2p1/4p2p/P3nb2/7P/3P1P2/R2B1KNR b - a3 0 1,0.0152
82,white,23,8,-0.7189,-0.4847,-0.9456,0.4608,0.0,1.0,0.0,0.3355,0.2129,0.4153,0.267,e3e6,1r3kr1/2p3p1/1p4Pp/1b1p3P/8/2n1Q1Pq/P4P2/6K1 w - - 0 1,0.3575
23,black,29,9,-0.1797,-0.0188,-0.0961,0.0773,0.0845,1.469,0.1749,0.1561,0.1687,0.2196,0.2339,d7d6,r1bq1br1/pp1pk3/2p4n/4pPpP/1nN5/1PN5/P1PP1PBP/R1BQ1K1R b - - 0 1,0.084
35,black,22,8,-0.1799,-0.0637,-0.1336,0.0699,0.107,1.746,0.268,0.1432,0.1692,0.2111,0.2524,a6b4,1rbq1br1/p4kp1/np1pp3/6Pp/2P2P1P/4QP2/PBP1K1B1/RN4NR b - - 0 1,0.0125
56,white,29,8,-0.556,-0.3552,-0.6326,0.2774,0.0001,1.002,0.0008,0.1009,0.1027,0.1438,0.1117,c7a6,6kr/1pNbp1b1/r1n2pP1/7p/2P5/1p3P2/P2K2nB/R2B1R2 w - - 0 1,0.3943
87,black,15,9,-0.0901,0.1023,-0.1432,0.2455,0.0004,1.005,0.0023,0.263,0.2346,0.4134,0.3472,b4h4,8/8/1p2k3/1p6/1r5R/5R2/8/4K3 b - - 0 1,0.2009
50,white,19,8,-0.999,-0.9935,-0.9976,0.0041,0.8768,7.981,0.9988,0.9195,0.9107,0.9859,0.9946,a3c2,r6r/p2pp3/2p2n2/3q4/4k1p1/N6p/1P1PP3/2BK1R2 w - - 0 1,0.0514
118,white,25,8,0.9321,0.9658,0.9526,0.0132,0.6554,4.919,0.7661,0.4473,0.5668,0.6534,0.7508,h3h4,8/2k5/8/8/3B4/2P4P/5KB1/8 w - - 0 1,0.0038
52,white,37,8,0.2718,0.3845,0.3645,0.02,0.5273,2.226,0.3849,0.2983,0.3575,0.2822,0.2875,a6d3,N4k2/6pr/B2b3p/4N3/8/1P6/2K3bP/2B4R w - - 0 1,0.1266
85,black,31,8,0.9985,0.9999,0.9999,0.0,0.9994,7.996,0.9998,0.9312,0.9334,0.9953,0.9983,f7e7,5k2/p4r1p/p6P/2p2P2/2b1P3/3p4/4q3/1K4R1 b - - 0 1,0.0005
113,black,48,8,0.9986,1.0,1.0,0.0,1.0,7.983,0.999,0.9986,0.9974,0.9896,0.9834,e5e4,6r1/6q1/2p4p/r3p3/5b2/8/1k6/3K4 b - - 0 1,0.0
51,black,30,8,0.9808,0.9898,0.9873,0.0025,0.9226,7.538,0.9714,0.5765,0.6713,0.7396,0.8494,a2c4,r2kr3/1q1p3p/1Pp4P/p5p1/4p3/2N1P1K1/b1PP2P1/2BR4 b - - 0 1,0.0063
60,white,25,10,-0.6077,-0.5034,-0.5111,0.0077,0.782,2.827,0.4513,0.2866,0.3988,0.2742,0.283,e1e2,3r1r2/pp2pp1p/2k4b/5P2/P1P1N3/2P2N1P/1B6/4KB1n w - - 0 1,0.0728
6,white,47,9,0.0647,0.1576,0.1304,0.0272,0.4184,3.202,0.5297,0.1427,0.2307,0.2421,0.3402,e2e4,rnbqkbnr/pppp1pp1/7p/8/3Q4/7N/PPP1PPPP/RNB1KB1R w KQkq - 0 1,0.0344
56,white,25,8,-0.98,-0.9659,-0.9967,0.0309,0.3727,7.227,0.9511,0.7384,0.6193,0.873,0.827,e4d5,1rbk4/1pp2pb1/p1n2p2/2Pq3p/3pPp1r/P2P1B2/1P1KNP2/4R3 w - - 0 1,0.1005
83,black,8,8,-0.1739,-0.0637,-0.0731,0.0095,0.7386,2.971,0.5237,0.3933,0.4182,0.4757,0.4304,g6g5,6kr/p6p/4pBp1/1P6/5P2/1P5P/3K4/8 b - - 0 1,0.0123
25,black,45,8,0.502,0.5927,0.5554,0.0373,0.3039,4.079,0.6761,0.1273,0.201,0.1669,0.2476,f6g5,r2q1bnr/1ppb1k1p/5pp1/2np2P1/1p1p1P2/P2P4/1PPQP1BP/R1B2KR1 b - - 0 1,0.1559
65,black,24,10,-0.8877,-0.8149,-0.8325,0.0175,0.571,4.996,0.6987,0.4075,0.4075,0.4769,0.4558,f8g8,2b2k2/r4nN1/1p1p4/p1pPnp1P/P1P2p1P/P4P2/2Q5/R4KR1 b - - 0 1,0.0482
78,white,11,8,-0.9997,-0.9995,-0.9995,0.0,0.9991,8.0,1.0,0.9753,0.9849,0.9986,0.9998,e2e3,3r4/2n1bnp1/4b1k1/3p4/5P1p/2P1p3/P3K2P/8 w - - 0 1,0.0001
68,white,18,8,-0.856,-0.7986,-0.8525,0.054,0.1781,2.138,0.3654,0.2701,0.3235,0.3352,0.3691,a1a2,1r4r1/p2k3p/2p2q1P/4p1pR/1P6/2pPPP2/p1P1B3/R3K3 w - - 0 1,0.0927
85,black,49,8,0.9419,0.9956,0.9944,0.0012,0.9617,5.9,0.8535,0.5331,0.5798,0.6834,0.694,d4f5,3r2k1/p4n2/6B1/2P5/3n1K2/q4P1r/3R1R2/8 b - - 0 1,0.0052
101,black,13,8,0.0108,0.0252,0.0084,0.0167,0.5855,6.804,0.9221,0.5101,0.5568,0.7442,0.7304,b2b1q,8/3k4/8/p7/5P2/8/Kp6/8 b - - 0 1,0.0175
8,white,23,9,-0.2979,-0.2042,-0.2159,0.0117,0.6883,2.736,0.4581,0.2192,0.3325,0.1733,0.2574,h2h3,rnbqk1nr/pppppp1p/6pb/8/8/2PP4/PP2PPPP/RN1QKBNR w KQkq - 0 1,0.0089
61,black,32,10,-0.4965,-0.2142,-0.3324,0.1182,0.0229,1.211,0.083,0.1597,0.1118,0.2364,0.188,d7d5,2b3r1/r1pqn3/2k1p2p/P1p2P2/3p4/N4P2/R1PBBK2/2Q4R b - - 0 1,0.0254
19,black,35,9,-0.0527,0.1157,0.0856,0.0301,0.3821,2.246,0.3682,0.1642,0.202,0.1949,0.1853,f6e7,rn1k1b1r/1p1b1ppp/1p1ppqn1/p7/4P1P1/P1N5/1BPPBP1P/R2QK1NR b KQ - 0 1,0.0381
23,black,31,10,-0.4238,-0.2938,-0.3054,0.0116,0.6893,4.001,0.6022,0.2328,0.3249,0.2177,0.2863,f7f5,rnb1qk1r/ppp1ppbn/3p3P/8/2PPP1P1/5P2/PP6/RNBQKBNR b KQ - 0 1,0.0417
122,white,9,8,-0.6923,-0.5679,-0.5714,0.0035,0.8933,2.993,0.5272,0.7001,0.5797,0.6341,0.4713,g5g4,8/7k/8/p1q1ppR1/P2r4/3q4/8/4K1b1 w - - 0 1,0.4773
118,white,16,8,0.9686,0.9942,0.9861,0.0081,0.7722,6.455,0.8968,0.5441,0.6044,0.7204,0.8194,b2c3,1k6/5b2/2p1p3/1p2P2p/1P1PP2P/K7/1B4N1/5N1R w - - 0 1,0.0032
120,white,23,8,0.8294,0.8895,0.8334,0.0561,0.1663,3.006,0.5293,0.222,0.2477,0.3497,0.3855,d1f2,B1N2k2/7p/8/7p/8/1P2K3/8/3N4 w - - 0 1,0.023
55,black,34,8,0.9623,0.9888,0.9863,0.0025,0.9227,6.904,0.9292,0.4364,0.5193,0.6201,0.6929,f8f7,1rb2k2/p4Nb1/2p2p2/1p2nP2/1Pp5/4BP2/P1K1P2r/3R4 b - - 0 1,0.01
